team,season,points,yards,touchdown,field_goal,missed_fg,punt,turnovers,safety,total,end_of_period,blocked_punt,downs,blocked_fg,playoff
TEN,2013,381,5407,36,32,7,76,25,3,190,11,0,0,0,0
WAS,2013,478,5665,52,21,4,74,26,1,199,21,0,0,0,0
ARI,2014,299,5891,31,25,7,78,25,0,188,22,0,0,0,1
ATL,2014,417,6372,41,31,7,56,28,1,169,5,0,0,0,0
BAL,2014,302,5391,30,30,6,76,22,0,180,16,0,0,0,1
BUF,2014,289,4995,26,30,7,88,30,2,198,15,0,0,0,0
CAR,2014,374,5437,39,22,6,72,26,0,179,14,0,0,0,1
CHI,2014,442,6033,46,33,6,49,24,0,177,19,0,0,0,0
CIN,2014,344,5749,34,26,6,75,26,0,184,17,0,0,0,1
CLE,2014,337,5857,35,29,5,86,29,0,198,14,0,0,0,0
DAL,2014,352,5681,40,16,2,67,31,1,179,22,0,0,0,1
DEN,2014,354,4883,38,23,5,88,25,0,195,16,0,0,0,1
DET,2014,282,4815,31,18,5,82,27,1,182,18,0,0,0,1
GB,2014,348,5542,37,21,3,62,27,3,175,22,0,0,0,1
HOU,2014,307,5571,34,19,3,83,34,1,199,25,0,0,0,0
IND,2014,369,5483,41,15,4,90,26,1,199,22,0,0,0,1
JAX,2014,412,5932,39,31,4,75,20,2,193,22,0,0,0,0
KC,2014,281,5288,26,32,5,78,14,1,178,22,0,0,0,0
LV,2014,452,5721,46,32,6,83,14,0,197,16,0,0,0,0
LAC,2014,348,5413,35,28,6,69,18,0,179,23,0,0,0,0
LAR,2014,354,5626,30,25,4,76,25,0,182,22,0,0,0,0
MIA,2014,373,5494,40,26,8,61,25,0,180,20,0,0,0,0
MIN,2014,343,5515,36,25,6,76,19,2,179,15,0,0,0,0
NE,2014,313,5506,30,29,8,65,25,0,182,25,0,0,0,1
NO,2014,424,6144,43,31,1,63,17,0,171,16,0,0,0,0
NYG,2014,400,6012,40,29,2,75,26,0,195,23,0,0,0,0
NYJ,2014,401,5235,41,26,6,81,13,1,183,15,0,0,0,0
PHI,2014,400,6009,44,22,5,91,28,0,212,22,0,0,0,0
PIT,2014,368,5654,39,30,2,68,21,0,174,14,0,0,0,1
SF,2014,340,5143,36,20,0,74,29,0,175,16,0,0,0,0
SEA,2014,254,4274,25,21,3,83,24,1,171,14,0,0,0,1
TB,2014,410,5903,43,29,10,64,25,2,185,12,0,0,0,0
TEN,2014,438,5968,45,33,6,73,16,2,191,16,0,0,0,0
WAS,2014,438,5712,46,22,4,80,19,0,182,11,0,0,0,0
ARI,2015,313,5147,33,26,1,78,33,0,186,15,0,0,0,1
ATL,2015,345,5562,39,20,6,65,23,0,172,19,0,0,0,0
BAL,2015,401,5398,40,30,6,81,14,0,187,15,1,0,0,0
BUF,2015,359,5702,40,22,5,75,25,0,191,24,0,0,0,0
CAR,2015,308,5167,32,20,6,78,39,1,196,20,0,0,0,1
CHI,2015,397,5527,40,24,4,74,17,0,175,16,0,0,0,0
CIN,2015,279,5453,26,26,5,77,28,0,180,18,0,0,0,1
CLE,2015,432,6067,45,30,5,63,21,0,179,14,1,0,0,0
DAL,2015,374,5567,35,30,6,74,11,0,177,20,1,0,0,0
DEN,2015,296,4530,29,25,7,92,27,1,201,20,0,0,0,1
DET,2015,400,5597,45,25,4,72,19,0,186,21,0,0,0,0
GB,2015,323,5547,33,24,4,82,22,1,182,16,0,0,0,1
HOU,2015,313,4963,34,20,6,101,25,0,198,12,0,0,0,1
IND,2015,408,6066,43,28,7,80,25,0,194,11,0,0,0,0
JAX,2015,448,6000,44,30,8,72,18,0,194,21,1,0,0,0
KC,2015,287,5269,32,18,4,78,29,0,183,21,1,0,0,1
LV,2015,399,5818,37,36,6,71,25,2,191,14,0,0,0,0
LAC,2015,398,5791,39,29,5,72,20,1,180,14,0,0,0,0
LAR,2015,330,5885,28,35,2,83,26,0,198,24,0,0,0,0
MIA,2015,389,6019,44,21,8,77,16,4,191,20,1,0,0,0
MIN,2015,302,5510,31,28,3,72,22,1,177,20,0,0,0,1
NE,2015,315,5430,32,23,6,86,21,0,190,22,0,0,0,1
NO,2015,476,6615,57,22,5,62,22,0,180,11,1,0,0,0
NYG,2015,442,6725,46,31,4,64,28,0,190,16,1,0,0,0
NYJ,2015,314,5098,29,26,3,86,30,0,194,20,0,0,0,0
PHI,2015,430,6426,46,27,0,89,26,0,203,14,1,0,0,0
PIT,2015,319,5809,35,26,5,70,30,0,189,23,0,0,0,1
SF,2015,387,6199,41,28,9,74,12,2,182,16,0,0,0,0
SEA,2015,277,4668,24,27,1,87,23,1,174,11,0,0,0,1
TB,2015,417,5446,43,31,3,62,23,0,180,17,1,0,0,0
TEN,2015,423,5475,45,23,4,74,19,0,186,21,0,0,0,0
WAS,2015,379,6090,40,23,5,69,27,2,181,14,1,0,0,1
ARI,2016,362,4883,37,25,3,80,28,0,194,21,0,0,0,0
ATL,2016,406,5939,46,23,4,66,22,0,176,15,0,0,0,1
BAL,2016,321,5154,38,16,6,91,28,2,192,10,1,0,0,0
BUF,2016,378,5712,40,30,2,70,18,1,183,21,1,0,0,0
CAR,2016,402,5756,38,33,9,71,27,1,196,17,0,0,0,0
CHI,2016,399,5548,40,33,2,67,11,1,174,20,0,0,0,0
CIN,2016,315,5612,34,27,4,74,20,1,176,16,0,0,0,0
CLE,2016,452,6279,54,19,8,74,13,2,179,9,0,0,0,0
DAL,2016,306,5503,34,25,7,70,20,0,168,12,0,0,0,1
DEN,2016,297,5057,28,29,4,89,27,2,197,18,0,0,0,0
DET,2016,358,5676,41,22,4,61,14,0,160,18,0,0,0,1
GB,2016,388,5823,43,27,2,59,25,0,173,17,0,0,0,1
HOU,2016,328,4821,33,25,4,84,17,0,186,23,0,0,0,1
IND,2016,392,6126,39,34,6,63,17,1,176,16,0,0,0,0
JAX,2016,400,5147,37,38,3,82,13,1,191,16,1,0,0,0
KC,2016,311,5896,33,25,5,69,33,0,182,17,0,0,0,1
LV,2016,385,6001,45,22,4,72,30,0,190,17,0,0,0,1
LAC,2016,423,5554,41,33,5,62,28,1,186,16,0,0,0,0
LAR,2016,394,5392,44,16,2,96,18,0,192,15,1,0,0,0
MIA,2016,380,6122,42,26,9,74,25,0,194,17,1,0,0,1
MIN,2016,307,5038,31,28,4,72,27,0,177,15,0,0,0,0
NE,2016,250,5223,27,21,8,80,23,0,179,20,0,0,0,1
NO,2016,454,6006,46,32,3,56,21,0,172,14,0,0,0,0
NYG,2016,284,5435,25,34,6,89,25,1,197,17,0,0,0,1
NYJ,2016,409,5479,41,27,4,72,14,0,183,25,0,0,0,0
PHI,2016,331,5484,35,28,5,62,26,0,186,29,1,0,0,0
PIT,2016,327,5482,35,26,5,70,23,0,177,18,0,0,0,1
SF,2016,480,6502,55,29,3,78,20,2,203,16,0,0,0,0
SEA,2016,292,5099,32,19,8,79,19,1,184,25,1,0,0,1
TB,2016,369,5887,39,27,9,70,29,2,184,8,0,0,0,0
TEN,2016,378,5720,35,27,5,72,18,1,177,19,0,0,0,0
WAS,2016,383,6046,41,24,6,61,21,0,169,16,0,0,0,0
ARI,2017,361,4973,36,26,3,95,21,1,200,18,0,0,0,0
ATL,2017,315,5094,31,28,5,66,16,0,164,18,0,0,0,1
BAL,2017,303,5201,30,28,5,77,34,0,195,21,0,0,0,0
BUF,2017,359,5682,36,32,3,62,25,0,183,25,0,0,0,1
CAR,2017,327,5074,32,29,5,69,21,0,180,24,0,0,0,1
CHI,2017,320,5106,28,29,3,74,22,1,178,21,0,0,0,0
CIN,2017,349,5425,33,35,5,82,14,0,184,14,1,0,0,0
CLE,2017,410,5250,42,25,4,83,13,1,188,20,0,0,0,0
DAL,2017,332,5089,35,19,6,70,21,0,171,20,0,0,0,0
DEN,2017,382,4640,38,24,3,88,17,2,194,21,1,0,0,0
DET,2017,376,5692,39,23,6,71,32,0,192,21,0,0,0,0
GB,2017,384,5582,40,30,3,67,22,0,174,12,0,0,0,0
HOU,2017,436,5546,44,33,2,81,16,1,194,17,0,0,0,0
IND,2017,404,5873,38,31,6,64,20,1,174,13,1,0,0,0
JAX,2017,268,4578,26,22,2,100,33,0,205,22,0,0,0,1
KC,2017,339,5842,38,22,5,72,26,1,179,15,0,0,0,1
LV,2017,373,5601,35,34,6,70,14,0,171,12,0,0,0,0
LAC,2017,272,5254,28,23,4,79,27,2,179,16,0,0,0,0
LAR,2017,329,5432,36,23,11,80,28,0,193,12,3,0,0,1
MIA,2017,393,5371,40,27,8,76,15,0,186,19,1,0,0,0
MIN,2017,252,4415,23,27,3,86,19,1,179,20,0,0,0,1
NE,2017,296,5856,30,22,9,67,18,0,172,25,1,0,0,1
NO,2017,326,5384,33,26,5,71,25,0,177,16,1,0,0,1
NYG,2017,388,5971,42,28,8,74,19,0,197,26,0,0,0,0
NYJ,2017,382,5636,43,21,8,87,20,1,192,12,0,0,0,0
PHI,2017,295,4904,31,20,6,83,31,0,188,16,1,0,0,1
PIT,2017,308,4910,34,20,4,77,22,0,178,20,1,0,0,1
SF,2017,383,5625,40,31,4,74,20,0,188,19,0,0,0,0
SEA,2017,332,5171,33,31,4,85,25,2,193,13,0,0,0,0
TB,2017,382,6049,39,26,4,59,26,0,175,21,0,0,0,0
TEN,2017,356,5248,32,37,4,75,21,0,185,16,0,0,0,1
WAS,2017,388,5566,36,34,7,80,23,1,195,14,0,0,0,0
ARI,2018,425,5741,46,25,6,80,16,1,187,12,1,0,0,0
ATL,2018,423,6152,49,22,0,61,19,0,171,19,1,0,0,0
BAL,2018,287,4687,32,20,6,88,17,0,179,16,0,0,0,1
BUF,2018,374,4706,39,24,3,80,27,0,189,16,0,0,0,0
CAR,2018,382,5651,45,20,3,64,23,0,171,16,0,0,0,0
CHI,2018,283,4795,27,25,1,78,36,0,185,18,0,0,0,1
CIN,2018,455,6618,49,33,3,54,18,0,177,19,1,0,0,0
CLE,2018,392,6288,41,30,7,71,31,1,201,20,0,0,0,0
DAL,2018,324,5268,34,27,3,64,20,0,167,19,0,0,0,1
DEN,2018,349,5842,37,26,5,73,28,0,185,15,1,0,0,0
DET,2018,360,5360,40,19,9,68,14,0,171,21,0,0,0,0
GB,2018,400,5670,45,23,8,72,15,1,182,17,1,0,0,0
HOU,2018,316,5490,36,23,3,80,29,0,187,15,1,0,0,1
IND,2018,344,5435,33,28,5,67,26,1,172,12,0,0,0,1
JAX,2018,316,4983,33,27,4,79,17,0,181,21,0,0,0,0
KC,2018,421,6488,49,22,4,52,27,1,174,18,1,0,0,1
LV,2018,467,6102,52,25,5,60,17,0,174,15,0,0,0,0
LAC,2018,329,5339,34,23,7,67,20,0,169,18,0,0,0,1
LAR,2018,384,5737,43,25,3,66,30,1,178,8,2,0,0,1
MIA,2018,433,6257,48,24,8,55,28,0,183,19,1,0,0,0
MIN,2018,341,4955,28,33,3,76,20,0,181,21,0,0,0,0
NE,2018,325,5746,36,25,4,71,28,0,187,21,2,0,0,1
NO,2018,353,5585,42,17,6,53,24,0,164,20,2,0,0,1
NYG,2018,412,5942,42,31,4,66,21,0,181,17,0,0,0,0
NYJ,2018,441,6086,45,33,6,79,20,1,202,17,1,0,0,0
PHI,2018,348,5859,36,32,5,65,17,0,176,21,0,0,0,1
PIT,2018,360,5235,40,22,4,82,15,0,184,20,1,0,0,0
SF,2018,435,5546,48,24,3,78,7,1,181,20,0,0,0,0
SEA,2018,347,5653,35,26,7,66,26,0,176,16,0,0,0,1
TB,2018,464,6134,53,21,2,70,17,1,182,18,0,0,0,0
TEN,2018,303,5334,30,26,3,71,17,1,172,24,0,0,0,0
WAS,2018,359,5654,39,21,5,58,26,0,171,22,0,0,0,0
ARI,2019,442,6432,47,27,5,58,17,0,172,18,0,0,0,0
ATL,2019,399,5693,41,30,4,58,20,0,167,14,0,0,0,0
BAL,2019,282,4809,27,27,4,64,25,0,166,19,0,0,0,1
BUF,2019,259,4772,27,16,10,84,23,1,182,21,0,0,0,1
CAR,2019,470,5992,52,27,8,68,21,0,197,20,1,0,0,0
CHI,2019,298,5186,33,23,7,75,19,1,181,23,0,0,0,0
CIN,2019,420,6299,42,30,4,69,16,0,183,22,0,0,0,0
CLE,2019,393,5785,44,23,9,61,20,2,182,23,0,0,0,0
DAL,2019,321,5232,35,26,6,69,17,0,173,20,0,0,0,0
DEN,2019,316,5392,28,34,5,71,17,0,171,16,0,0,0,0
DET,2019,423,6406,46,27,7,65,18,0,181,18,0,0,0,0
GB,2019,313,5642,34,27,5,67,25,0,178,20,0,0,0,1
HOU,2019,385,6213,45,21,5,56,22,1,170,20,0,0,0,1
IND,2019,373,5549,37,29,2,55,23,0,170,24,0,0,0,0
JAX,2019,397,6007,45,22,5,69,19,0,180,20,0,0,0,0
KC,2019,308,5594,35,21,5,58,23,0,164,22,0,0,0,1
LV,2019,419,5677,48,20,6,60,15,0,166,17,0,0,0,0
LAC,2019,345,5009,36,23,10,60,14,0,161,18,0,0,0,0
LAR,2019,364,5434,38,24,6,73,24,0,185,20,0,0,0,0
MIA,2019,494,6364,54,31,7,57,16,2,185,18,0,0,0,0
MIN,2019,303,5465,31,29,4,60,31,1,173,16,1,0,0,1
NE,2019,225,4414,20,17,2,90,36,0,194,25,4,0,0,1
NO,2019,341,5329,39,22,2,73,23,0,174,14,1,0,0,1
NYG,2019,451,6037,49,25,7,71,16,1,186,16,1,0,0,0
NYJ,2019,359,5170,37,28,6,82,21,3,193,15,1,0,0,0
PHI,2019,354,5307,40,23,4,86,20,0,188,15,0,0,0,1
PIT,2019,303,4866,30,25,6,73,38,3,187,12,0,0,0,0
SF,2019,310,4509,34,17,3,75,27,1,177,20,0,0,0,1
SEA,2019,398,6106,41,25,10,59,32,0,179,11,1,0,0,1
TB,2019,449,5503,41,37,6,64,28,1,198,21,0,0,0,0
TEN,2019,331,5752,39,21,6,71,23,0,189,29,0,0,0,1
WAS,2019,435,6162,49,25,5,58,22,0,176,16,1,0,0,0
ARI,2020,367,5631,39,25,5,67,21,2,172,11,2,0,0,0
ATL,2020,414,6374,49,24,4,54,21,0,174,22,0,0,0,0
BAL,2020,303,5276,34,16,8,61,22,0,170,29,0,0,0,1
BUF,2020,375,5640,44,23,2,63,26,0,170,12,0,0,0,1
CAR,2020,402,5761,45,29,2,51,22,0,161,12,0,0,0,0
CHI,2020,370,5519,39,29,6,63,18,0,179,24,0,0,0,1
CIN,2020,424,6227,45,33,5,59,17,0,180,21,0,0,0,0
CLE,2020,419,5735,47,23,4,50,21,1,165,19,0,0,0,1
DAL,2020,473,6183,54,24,3,54,23,3,181,20,0,0,0,0
DEN,2020,446,5887,43,39,3,63,16,2,184,18,0,0,0,0
DET,2020,519,6716,65,16,4,50,12,0,169,19,3,0,0,0
GB,2020,369,5344,39,24,3,56,18,0,158,18,0,0,0,1
HOU,2020,464,6668,54,25,6,51,9,2,168,20,1,0,0,0
IND,2020,362,5314,40,19,4,64,25,1,168,14,1,0,0,1
JAX,2020,492,6683,57,31,8,49,17,2,184,19,1,0,0,0
KC,2020,362,5733,43,18,8,57,22,2,169,19,0,0,0,1
LV,2020,478,6225,52,32,7,48,15,0,167,13,0,0,0,0
LAC,2020,426,5495,46,28,4,61,19,1,170,11,0,0,0,0
LAR,2020,296,4511,29,22,4,84,22,0,183,22,0,0,0,1
MIA,2020,338,5886,38,17,6,66,29,1,179,21,1,0,0,0
MIN,2020,475,6292,49,35,4,42,22,2,168,14,0,0,0,0
NE,2020,353,5660,39,22,5,52,22,0,157,17,0,0,0,0
NO,2020,337,4974,39,22,4,66,26,0,176,19,0,0,0,1
NYG,2020,357,5589,36,32,4,55,22,1,164,14,0,0,0,0
NYJ,2020,457,6201,50,29,6,54,19,1,177,16,2,0,0,0
PHI,2020,418,5810,47,27,5,71,19,2,196,25,0,0,0,0
PIT,2020,312,4893,35,20,4,81,27,0,188,21,0,0,0,1
SF,2020,390,5030,37,33,4,69,20,0,183,20,0,0,0,0
SEA,2020,371,6089,41,29,6,56,22,0,175,20,1,0,0,1
TB,2020,355,5234,39,21,5,66,25,0,178,21,1,0,0,1
TEN,2020,439,6372,54,21,2,45,23,1,166,20,0,0,0,1
WAS,2020,329,4873,35,24,3,73,23,0,188,30,0,0,0,1
ARI,2021,366,5597,40,23,5,58,27,2,177,22,0,0,0,1
ATL,2021,459,6194,50,26,2,53,20,0,170,19,0,0,0,0
BAL,2021,392,6178,44,21,7,83,15,0,190,20,0,0,0,0
BUF,2021,289,4637,31,21,2,75,30,1,186,25,1,0,0,1
CAR,2021,404,5201,42,32,5,75,16,1,197,25,1,0,0,0
CHI,2021,407,5384,45,27,3,63,16,0,178,24,0,0,0,0
CIN,2021,376,5964,41,23,8,74,21,0,189,22,0,0,0,1
CLE,2021,371,5296,42,26,1,71,19,0,182,23,0,0,0,0
DAL,2021,358,5967,37,29,6,71,34,0,203,23,3,0,0,1
DEN,2021,322,5544,31,24,7,60,19,0,168,27,0,0,0,0
DET,2021,467,6456,50,36,5,47,19,0,180,23,0,0,0,0
GB,2021,371,5579,44,19,3,57,26,0,172,23,0,0,0,1
HOU,2021,452,6535,52,28,4,57,25,0,189,23,0,0,0,0
IND,2021,365,5834,42,22,5,62,33,0,181,15,2,0,0,0
JAX,2021,457,6002,46,32,4,64,9,0,172,17,0,0,0,0
KC,2021,364,6272,42,20,4,52,29,0,169,22,0,0,0,1
LV,2021,439,5732,47,27,6,68,15,0,178,15,0,0,0,1
LAC,2021,459,6122,49,32,3,46,21,0,179,28,0,0,0,0
LAR,2021,372,5863,35,30,4,62,25,0,181,25,0,0,0,1
MIA,2021,373,5738,39,31,6,75,26,1,193,14,1,0,0,0
MIN,2021,426,6522,44,34,6,64,24,0,194,22,0,0,0,0
NE,2021,303,5284,30,22,11,55,30,0,177,29,0,0,0,1
NO,2021,335,5410,32,31,7,80,25,0,195,19,1,0,0,0
NYG,2021,416,6032,42,34,4,67,22,1,184,14,0,0,0,0
NYJ,2021,504,6760,56,36,3,59,14,0,190,22,0,0,0,0
PHI,2021,385,5590,46,21,3,63,16,1,180,29,1,0,0,1
PIT,2021,398,6139,41,34,4,78,22,0,194,13,2,0,0,1
SF,2021,365,5270,42,21,6,70,20,1,183,23,0,0,0,1
SEA,2021,366,6445,40,27,6,68,18,0,189,30,0,0,0,0
TB,2021,353,5635,37,27,4,70,29,0,191,24,0,0,0,1
TEN,2021,354,5607,38,31,7,67,22,0,186,21,0,0,0,1
WAS,2021,434,6108,48,27,2,63,19,0,177,18,0,0,0,0
ARI,2022,449,5931,50,29,2,71,20,0,190,18,0,0,0,0
ATL,2022,386,6156,41,33,5,54,17,0,170,18,2,0,0,0
BAL,2022,315,5513,31,31,7,68,25,0,173,11,0,0,0,1
BUF,2022,286,5106,31,21,7,64,27,1,168,17,0,0,0,1
CAR,2022,374,5953,42,24,9,78,17,0,193,23,0,0,0,0
CHI,2022,463,6390,53,21,8,51,23,0,177,21,0,0,0,0
CIN,2022,322,5371,29,34,6,63,24,0,176,20,0,0,0,1
CLE,2022,381,5631,42,30,5,64,20,1,187,25,0,0,0,0
DAL,2022,342,5613,32,34,6,71,33,0,197,20,1,0,0,1
DEN,2022,359,5440,32,39,2,85,23,0,198,17,0,0,0,0
DET,2022,427,6670,48,25,5,55,22,1,177,21,0,0,0,0
GB,2022,371,5721,40,27,7,60,24,0,173,15,0,0,0,0
HOU,2022,420,6452,40,28,4,73,27,0,193,21,0,0,0,0
IND,2022,427,5678,45,26,2,75,21,0,197,27,1,0,0,0
JAX,2022,350,6006,39,26,1,60,27,0,180,27,0,0,0,1
KC,2022,369,5579,43,23,2,68,20,0,184,28,0,0,0,1
LV,2022,418,6216,45,28,12,56,13,0,179,24,1,0,0,0
LAC,2022,384,5884,41,28,7,66,24,0,188,22,0,0,0,1
LAR,2022,384,5798,35,36,4,59,22,1,173,16,0,0,0,0
MIA,2022,399,5743,42,27,2,67,14,2,184,29,1,0,0,1
MIN,2022,427,6608,41,38,6,60,25,0,192,20,2,0,0,1
NE,2022,347,5474,35,24,5,71,30,0,190,24,1,0,0,0
NO,2022,345,5352,31,32,3,80,14,0,184,24,0,0,0,0
NYG,2022,371,6089,37,37,6,67,19,1,181,13,1,0,0,1
NYJ,2022,316,5288,29,33,10,77,16,1,192,24,2,0,0,0
PHI,2022,344,5125,37,22,3,73,27,1,179,16,0,0,0,1
PIT,2022,346,5617,36,30,4,68,23,0,177,16,0,0,0,0
SF,2022,277,5110,31,16,5,75,30,2,183,24,0,0,0,1
SEA,2022,401,6149,44,26,6,62,25,1,188,24,0,0,0,1
TB,2022,358,5513,41,24,3,88,20,0,197,21,0,0,0,1
TEN,2022,359,5978,38,25,2,84,20,0,189,20,0,0,0,0
WAS,2022,343,5178,36,26,3,87,18,1,197,26,0,0,0,0
ARI,2023,455,6047,51,26,5,60,17,0,175,16,0,0,0,0
ATL,2023,373,5458,35,39,2,78,16,2,195,23,0,0,0,0
BAL,2023,280,5123,24,32,3,78,31,3,195,24,0,0,0,1
BUF,2023,311,5222,32,26,2,71,30,0,181,20,0,0,0,1
CAR,2023,416,4997,44,25,1,81,11,0,183,21,0,0,0,0
CHI,2023,379,5511,39,24,9,62,28,1,184,21,0,0,0,0
CIN,2023,384,6368,40,32,3,67,26,0,187,19,0,0,0,0
CLE,2023,362,4593,38,17,7,112,28,2,222,18,0,0,0,1
DAL,2023,315,5095,35,22,4,60,26,0,178,29,2,0,0,1
DEN,2023,413,6303,44,30,5,57,26,1,184,21,0,0,0,0
DET,2023,395,5714,43,26,4,65,23,0,185,24,0,0,0,1
GB,2023,350,5696,36,31,7,56,18,0,173,25,0,0,0,1
HOU,2023,353,5622,36,30,6,73,24,1,190,20,0,0,0,1
IND,2023,415,5947,43,36,5,73,24,1,203,20,1,0,0,0
JAX,2023,371,5828,42,21,5,71,27,0,195,29,0,0,0,0
KC,2023,294,4926,29,22,4,79,17,1,179,27,0,0,0,1
LV,2023,331,5625,36,25,5,66,22,0,185,31,0,0,0,0
LAC,2023,398,6170,44,24,3,74,21,0,189,23,0,0,0,0
LAR,2023,377,5744,38,30,8,65,15,1,185,28,0,0,0,1
MIA,2023,391,5411,42,18,3,67,27,0,187,30,0,0,0,1
MIN,2023,362,5664,37,32,4,69,22,1,186,21,0,0,0,0
NE,2023,366,5127,33,31,7,86,18,1,203,27,0,0,0,0
NO,2023,327,5562,32,30,5,73,29,0,196,27,0,0,0,0
NYG,2023,407,6149,45,25,7,72,31,0,199,19,0,0,0,0
NYJ,2023,355,4969,33,34,5,93,27,1,211,17,1,0,0,0
PHI,2023,428,6054,48,23,3,59,18,0,175,24,0,0,0,1
PIT,2023,324,5816,32,32,5,78,27,0,190,14,2,0,0,1
SF,2023,298,5167,30,29,4,62,28,0,174,21,0,0,0,1
SEA,2023,402,6313,45,29,6,60,19,0,183,24,0,0,0,0
TB,2023,325,5852,34,29,7,65,26,1,183,21,0,0,0,1
TEN,2023,367,5697,30,46,1,69,14,0,176,16,0,0,0,0
WAS,2023,518,6612,54,35,4,62,18,0,188,15,0,0,0,0
